uniqueID,hygIndex,hipIndex,hdIndex,glieseIndex,properName,bayerDesignation,flamsteedDesignation,starConstellation,cartesianX,cartesianY,cartesianZ,cartesianVelocityX,cartesianVelocityY,cartesianVelocityZ,distanceFromSol,starColor_r,starColor_g,starColor_b,harvardLetter,yerkesClassification,numericValue,starClassification,stellarOrbitalPeriod,escapeVelocity,numberOfCSVPlanets,numberOfPlanets,starNumber,stellarMass,stellarAge,stellarLuminosity,stellarTemperature,stellarRadius,equatorialRotationVelocity,energyRadiated,innerLimitRadius,outerLimitRadius,snowLineRadius,averageOrbitalRadius,orbitalEccentricity,minSeparationToCompanion,maxSeparationToCompanion,innerForbiddenZone,outerForbiddenZone,numberofJumpPoints,gasGiantArrangement
2204100000,99120,99438,0,GJ 2147,,,,,7.64931,-11.8982,-8.23865,-2.85e-05,-6.42e-06,-1.72e-05,16.3693,224,230,255,D,,3.1,D3.100000,0,1.2863e+08,0,0,0,0.422947,0.3,0.00313329,9102.21,0.00974889,0,3.89224e+08,0.0422947,16.9179,0.271482,0,0,0,0,0,0,0,Epistellar Gas Giant
2205100000,99134,99452,191785,Gl 783.2A,,,,Sge,10.601,-16.4651,5.68482,-6.61e-05,2.7e-05,2.41e-05,20.3915,255,202,157,K,V,0,K0.000000V,0,1.99201e+07,0,0,0,0.713129,0,0.419566,4977.19,0.685386,0,3.47975e+07,0.0713129,28.5251,3.14153,0,0,3,9,1,27,0,No Gas Giant
2205200000,119335,0,0,Gl 783.2B,,,,,10.6553,-16.5312,5.70798,-4.07e-05,-1.34e-05,3.7e-05,20.4792,255,204,111,M,V,4,M4.000000V,0.0551217,1.40797e+07,0,0,1,0.397651,0,0.000970063,5359.69,0.765008,0,4.67918e+07,0.0397651,15.906,0.151057,0.15,0.5,3,9,1,27,0,Eccentric Gas Giant
2206100000,99143,99461,191408,Gl 783A,,,,Sgr,2.63217,-4.08436,-3.54343,-6.16e-05,0.00012012,4.11e-05,6.015,255,199,142,K,V,2.5,K2.500000V,0,1.5846e+07,0,8,0,0.925724,3.5,0.234639,5848.24,1.40603,0,6.63303e+07,0.0925724,37.0289,2.34932,0,0,0.35,0.35,0.116667,1.05,4,No Gas Giant
2206200000,119334,0,0,Gl 783B,,,,Sgr,2.64877,-4.11005,-3.56592,-3.43e-06,3e-05,-3.71e-05,6.0518,255,204,111,M,V,3.5,M3.500000V,5.93741,1.37351e+07,0,5,1,0.29049,3.5,0.00080094,4055.04,0.587242,0,1.53318e+07,0.029049,11.6196,0.137259,3.5,0,0.35,0.35,0.116667,1.05,2,No Gas Giant
2207100000,99232,99550,0,,,,,Cap,12.5465,-19.2909,-5.26756,1.61e-05,1.63e-05,-2.14e-05,23.6072,255,198,108,M,V,0,M0.000000V,0,1.80938e+07,0,13,0,1.39516,0,0.0146555,6328,1.62524,0,9.09238e+07,0.139516,55.8064,0.58714,0,0,0,0,0,0,2,No Gas Giant
2208100000,99254,99572,191862,GJ 4139,,Xi-2 Capricorni,2 Capricorni,Cap,14.7653,-22.6432,-6.05104,3.09e-05,9e-08,-3.07e-05,27.7008,236,239,255,F,V,7,F7.000000V,0,1.89731e+07,0,12,0,3.04246,8.8,3.08177,14938.2,3.2233,0,2.8236e+09,0.304246,121.698,8.51416,0,0,0,0,0,0,2,No Gas Giant
2209100000,99380,99699,0,,,,,Aql,14.0286,-21.2223,6.05538,4.44e-05,3.01e-05,2.5e-06,26.1506,255,222,195,K,V,6,K6.000000V,0,2.0411e+07,0,0,0,0.603,4.9,0.0179804,3838,0.552,0,1.23036e+07,0.0603,24.12,0.650342,0,0,0,0,0,0,0,Epistellar Gas Giant
2210100000,99382,99701,191849,Gl 784,,,,Tel,2.41019,-3.6452,-4.39505,5.26e-06,3.44e-05,1.92e-05,6.1981,255,198,108,M,V,0,M0.000000V,0,8.2615e+06,0,8,0,0.200485,4.2,0.021697,3855.11,1.12025,0,1.25244e+07,0.0200485,8.01941,0.7144,0,0,0,0,0,0,1,No Gas Giant
2211100000,99392,99711,192263,,,,,Aql,10.6599,-16.1058,-0.29224,-4.74e-06,-3.59e-06,2.46e-05,19.3162,255,199,142,K,V,1.5,K1.500000V,0,1.54871e+07,1,11,0,0.882567,10,0.248886,5844.34,1.40333,0,6.61538e+07,0.0882567,35.3027,2.41959,0,0,0,0,0,0,1,No Gas Giant
2212100000,99401,99720,192249,,,,,Aql,15.5407,-23.4595,-2.38171,4.41e-06,2.89e-06,3.2e-07,28.2406,236,239,255,F,V,7,F7.000000V,0,1.81783e+07,0,14,0,2.9919,0,0.108044,13588.4,3.45295,0,1.93325e+09,0.29919,119.676,1.5942,0,0,0,0,0,0,2,No Gas Giant
2213100000,99445,99764,0,GJ 4140,,,,Aql,11.1328,-16.7451,-2.56948,-9.8e-07,3.37e-06,-2.62e-05,20.2716,255,198,108,M,V,0,M0.000000V,0,1.65292e+07,0,11,0,0.8,1.55,0.0300331,5166,1.1167,0,4.03859e+07,0.08,32,0.840508,0,0,0,0,0,0,1,No Gas Giant
2214100000,99507,99825,192310,Gl 785,,,,Cap,4.41795,-6.59386,-4.0499,1.5e-05,7.4e-05,1.83e-05,8.9111,255,199,142,K,V,2,K2.000000V,0,1.55088e+07,2,10,0,1.24425,8.7,0.353183,8036.57,1.97288,0,2.36535e+08,0.124425,49.7698,2.88232,0,0,0,0,0,0,2,No Gas Giant
2215100000,99560,99880,0,Gl 786.1,,,,Cyg,10.0735,-14.9518,16.7997,3.56e-06,-3.47e-06,-5.23e-06,24.6427,255,237,222,G,V,1,G1.000000V,0,1.67399e+07,0,10,0,1.54898,11.5,0.0538518,10310.3,2.1081,0,6.40761e+08,0.154898,61.9592,1.12549,0,0,0,0,0,0,2,No Gas Giant
2216100000,99596,99916,0,,,,,Aql,14.9017,-22.0165,-0.960419,3.1e-05,2.11e-05,-4.36e-06,26.6028,255,198,108,M,V,0.5,M0.500000V,0,2.13606e+07,0,12,0,1.39648,7.1,0.0211836,5499,1.16724,0,5.18497e+07,0.139648,55.8592,0.705898,0,0,0,0,0,0,3,No Gas Giant
2217100000,99646,99965,193216,,,,,Cyg,11.06,-16.2576,23.6663,-2.55e-05,-2.13e-05,-4.66e-05,30.7692,255,241,229,G,V,5,G5.000000V,0,2.01319e+07,0,13,0,1.77601,5.5,0.453315,5934.55,1.67119,0,7.03336e+07,0.177601,71.0404,3.26544,0,0,0,0,0,0,3,Conventional Gas Giant
2218100000,99696,100017,193664,Gl 788,,,,Dra,3.89962,-5.69941,16.1543,1.88e-05,4.32e-05,5.61e-06,17.5685,255,244,235,G,V,3,G3.000000V,0,1.79865e+07,0,13,0,1.85519,0,1.16305,10887.5,2.18699,0,7.96757e+08,0.185519,74.2077,5.23048,0,0,0,0,0,0,3,No Gas Giant
2219100000,99810,100133,0,,,,,Aql,18.1188,-26.1758,-0.365221,-2.64e-05,-1.82e-05,-1.05e-05,31.837,255,198,108,M,V,0,M0.000000V,0,1.87955e+07,0,8,0,1.32578,6.7,0.0348337,6468.38,1.43124,0,9.92645e+07,0.132578,53.0312,0.905194,0,0,0,0,0,0,4,No Gas Giant
2220100000,99861,100184,192886,,,,,Tel,11.8526,-17.0382,-22.7143,-3.2e-07,5.03e-05,5.04e-06,30.7692,224,226,255,F,V,5,F5.000000V,0,1.9306e+07,0,14,0,2.9065,5.6,2.9134,14002,2.97398,0,2.17959e+09,0.29065,116.26,8.27831,0,0,0,0,0,0,2,No Gas Giant
2221100000,99899,100223,192961,Gl 787,,,,Tel,7.06563,-10.1269,-12.9796,-1.87e-05,-3.08e-05,-2.84e-05,17.9147,255,222,195,K,V,5.5,K5.500000V,0,1.96967e+07,0,9,0,0.707,6.4,0.0900326,3851,0.695,0,1.24711e+07,0.0707,28.28,1.45526,0,0,0,0,0,0,2,No Gas Giant
2222100000,100031,100356,0,GJ 4145,,,,Tel,8.58062,-12.1209,-18.8658,1.15e-06,-9.71e-06,6.76e-06,24.0096,255,198,108,M,V,0,M0.000000V,0,1.67188e+07,0,9,0,1.14648,3.7,0.0413809,6046.55,1.56425,0,7.57953e+07,0.114648,45.8592,0.986601,0,0,0,0,0,0,2,No Gas Giant
2223100000,100086,100412,193307,Wo 9691,,,,Tel,11.5556,-16.2477,-23.7606,-5.4e-05,-1.75e-05,-3.82e-05,31.0174,224,229,255,F,V,9,F9.000000V,0,2.05365e+07,0,10,0,0.585,0.65,2.62543,3907,0.529,0,1.32125e+07,0.0585,23.4,7.85854,0,0,0,0,0,0,3,No Gas Giant
2224100000,100164,100490,0,Gl 788.1,,,,Pav,5.94343,-8.27884,-16.492,1.69e-05,9.86e-05,3.59e-05,19.3874,255,198,109,M,V,1,M1.000000V,0,1.91927e+07,0,0,0,1.21583,9,0.0188452,6247.41,1.25878,0,8.63797e+07,0.121583,48.6332,0.665797,0,0,0,0,0,0,0,Epistellar Gas Giant
2225100000,100185,100511,194012,,,,,Del,14.8352,-20.6316,6.59605,9.45e-06,4.09e-06,-3.3e-07,26.2536,236,239,255,F,V,7,F7.000000V,0,2.05468e+07,0,9,0,0.476,8.6,2.06253,3477,0.43,0,8.28763e+06,0.0476,19.04,6.96533,0,0,0,0,0,0,1,No Gas Giant
2226100000,100597,100923,0,Gl 791,,,,Mic,7.8905,-10.5002,-6.90969,-3.8e-05,2.63e-05,-4.82e-05,14.8412,255,195,112,M,V,3,M3.000000V,0,1.91711e+07,0,10,0,1.03251,7.3,0.00523359,5541.8,1.0714,0,5.34829e+07,0.103251,41.3004,0.350866,0,0,0,0,0,0,6,No Gas Giant
2227100000,100599,100925,194640,Gl 790,,,,Sgr,10.07,-13.3952,-10.0168,-1.69e-05,2.01e-05,-4.18e-05,19.5236,255,247,248,G,V,8,G8.000000V,0,1.98587e+07,0,11,0,1.2863,6,0.753703,5809,1.24392,0,6.4568e+07,0.12863,51.452,4.21058,0,0,0,0,0,0,2,No Gas Giant
2228100000,100637,100963,195034,,,,,Vul,15.7572,-20.8731,10.635,5e-06,-1.2e-05,-3.09e-05,28.2326,255,241,229,G,V,5,G5.000000V,0,1.81153e+07,0,13,0,1.85535,8.5,1.01298,10607.5,2.15619,0,7.17889e+08,0.185535,74.2139,4.88137,0,0,0,0,0,0,1,No Gas Giant
2229100000,100696,101022,195005,,,,,Aql,19.1459,-25.2163,-0.958796,6.29e-06,5.03e-06,-6.58e-06,31.6756,236,239,255,F,V,7,F7.000000V,0,1.42411e+07,0,11,0,1.30109,1.35,1.63531,6436,2.44664,0,9.72917e+07,0.130109,52.0436,6.20214,0,0,0,0,0,0,4,No Gas Giant
2230100000,100701,101027,194943,Gl 791.1A,,Rho Capricorni,11 Capricorni,Cap,17.4278,-22.9477,-9.2592,8.78e-06,-1.54e-05,-6.83e-06,30.2663,246,243,255,F,V,2,F2.000000V,0,1.94077e+07,0,6,0,2.71277,3.6,9.86279,12672.5,2.74673,0,1.46237e+09,0.271277,108.511,15.2315,0,0,0.5,1.5,0.166667,4.5,2,No Gas Giant
2230200000,119345,0,0,Gl 791.1B,,,,Cap,17.4283,-22.947,-9.25962,-1.8e-06,-4.5e-07,-2.27e-06,30.2663,255,247,252,F,V,0,F0.000000V,0.0143941,1.74079e+07,0,8,1,2.11373,3.6,0.0797995,11943.5,2.66016,0,1.15382e+09,0.211373,84.549,1.37007,0.1,0.5,0.5,1.5,0.166667,4.5,4,No Gas Giant
2231100000,100824,101150,340345,,,,,Vul,12.9488,-16.8481,10.7537,-1.31e-06,-2.93e-05,-5.53e-06,23.8152,255,198,109,M,V,1,M1.000000V,0,2.02959e+07,0,10,0,0.418,5.1,0.0657052,3436,0.387,0,7.90359e+06,0.0418,16.72,1.2432,0,0,0,0,0,0,2,Conventional Gas Giant
2232100000,100854,101180,0,Gl 793,,,,Cep,2.02852,-2.6309,7.27276,1.01e-05,1.5e-05,1.4e-05,7.9955,255,195,112,M,V,3,M3.000000V,0,1.44654e+07,0,9,0,0.39926,5.3,0.00338532,4775.64,0.727692,0,2.94944e+07,0.039926,15.9704,0.28219,0,0,0,0,0,0,4,No Gas Giant
2233100000,100935,101262,0,Gl 791.3,,,,Cyg,13.706,-17.6165,14.9286,-1.3e-07,3.03e-05,-1.34e-05,26.8528,255,210,161,K,V,4,K4.000000V,0,2.0095e+07,0,7,0,0.468,0,0.128825,3603,0.442,0,9.55584e+06,0.0468,18.72,1.74077,0,0,0,0,0,0,3,Conventional Gas Giant
2234100000,100991,101317,195266,,,,,Ind,12.5773,-16.0769,-22.4341,1.03e-06,1.92e-05,-1.32e-05,30.3306,255,216,181,K,V,5,K5.000000V,0,1.58459e+07,0,12,0,1.19271,0,0.0830998,5631,1.81155,0,5.70104e+07,0.119271,47.7082,1.39811,0,0,0,0,0,0,2,Conventional Gas Giant
2235100000,101019,101345,195564,,,,,Cap,14.8345,-18.92,-4.17589,3.56e-05,1.36e-05,1.08e-05,24.4021,255,231,205,G,IV,2.5,G2.500000IV,0,1.62204e+07,0,10,0,1.0248,9,2.82358,5104.98,1.48548,0,3.85113e+07,0.10248,40.992,8.1497,0,0,0,0,0,0,3,No Gas Giant
2236100000,101056,101382,195987,Gl 793.1,,,,Cyg,10.1533,-12.8955,14.7257,-3.61e-05,1.87e-05,3.19e-05,22.0507,255,248,252,G,V,9,G9.000000V,0,1.8363e+07,0,13,0,2.23143,1.1,0.623448,11453.8,2.52376,0,9.75898e+08,0.223143,89.2573,3.8295,0,0,0,0,0,0,3,Epistellar Gas Giant
2237100000,101190,101516,340611,,,,,Vul,8.78496,-11.0082,6.58653,2.84e-05,-8.45e-05,-7.75e-06,15.5473,243,243,255,D,,2.4,D2.400000,0,1.12455e+08,0,11,0,0.421924,10.6,0.0051428,9715.52,0.0127241,0,5.05215e+08,0.0421924,16.8769,0.34781,0,0,0,0,0,0,1,Conventional Gas Giant
2238100000,101214,101540,0,GJ 4149,,,,Del,16.7714,-20.9495,1.56976,3.39e-05,2.3e-05,-5.61e-05,26.8817,255,197,111,M,V,2.5,M2.500000V,0,9.69074e+06,0,7,0,0.14472,1.7,0.0103467,3610.98,0.587714,0,9.64082e+06,0.014472,5.78881,0.493335,0,0,0,0,0,0,2,Conventional Gas Giant
2239100000,101253,101579,196124,,,,,Del,17.8424,-22.1892,3.05646,2.18e-05,5.95e-05,-3.51e-05,28.6369,255,205,152,K,V,3,K3.000000V,0,1.52614e+07,0,11,0,1.18826,5.1,0.194984,7774.28,1.94568,0,2.07134e+08,0.118826,47.5304,2.14162,0,0,0,0,0,0,8,No Gas Giant
2240100000,101267,101593,0,,,,,Cep,8.40462,-10.4374,28.7013,3.07e-05,3.2e-05,2.66e-06,31.6756,255,198,108,M,V,0,M0.000000V,0,8.32392e+06,0,7,0,0.195426,12.5,0.0812082,4052.35,1.07567,0,1.52912e+07,0.0195426,7.81705,1.38211,0,0,0,0,0,0,3,No Gas Giant
2241100000,101285,101612,195627,,,Phi-1 Pavonis,,Pav,8.57169,-10.6248,-24.2093,-1.26e-05,3.07e-05,5.54e-06,27.7932,255,247,252,F,V,0,F0.000000V,0,1.8519e+07,0,12,0,2.29091,4.5,8.47227,12310.6,2.54757,0,1.30235e+09,0.229091,91.6365,14.117,0,0,0,0,0,0,4,No Gas Giant
2242100000,101423,101750,197433,GJ 1255A,,,,Cep,4.3488,-5.30568,26.7195,-1.36e-05,8.18e-05,1e-05,27.5862,255,247,248,G,V,8,G8.000000V,0,1.0767e+07,0,11,0,1.57222,4.4,0.687385,6240,5.17217,0,8.59706e+07,0.157222,62.8888,4.02107,0,0,0,0,0,0,1,No Gas Giant
2243100000,119358,0,0,GJ 1255C,,,,Cep,3.9023,-4.75991,23.975,-1.04e-05,7.55e-05,1.67e-05,24.7525,255,198,108,M,V,0,M0.000000V,0,8.26969e+06,0,7,0,0.190046,8.9,0.0369148,4192.65,1.05982,0,1.75213e+07,0.0190046,7.60183,0.931841,0,0,0,0,0,0,7,No Gas Giant
2244100000,101442,101769,196524,,,Beta Delphini,6 Delphini,Del,18.994,-23.1342,7.79414,4.1e-07,2.75e-05,-1.28e-05,30.931,234,235,255,F,IV,5,F5.000000IV,0,8.87655e+06,0,13,0,2.05785,9.7,29.1608,4870.24,9.9604,0,3.19017e+07,0.205785,82.3141,26.1904,0,0,0,0,0,0,2,No Gas Giant
2245100000,101445,101772,196171,Gl 794.1,,Alpha Indi,,Ind,12.9769,-15.8029,-22.1529,9.49e-06,-2.2e-07,7.53e-06,30.1477,255,209,138,K,II,0,K0.000000II,0,1.86362e+07,0,0,0,1.41258,2,45.1232,5801.15,1.55113,0,6.42197e+07,0.141258,56.5032,32.5793,0,0,0,0,0,0,0,Epistellar Gas Giant
2246100000,101546,101875,196850,Gl 794.3,,,,Cyg,13.5421,-16.3305,16.9569,1.96e-05,1.78e-05,-3.35e-05,27.1592,255,237,222,G,V,1,G1.000000V,0,1.4747e+07,0,12,0,1.34371,6.6,1.27057,5725.05,2.35639,0,6.09156e+07,0.134371,53.7484,5.46691,0,0,0,0,0,0,2,No Gas Giant
2247100000,101587,101916,196755,,,Kappa Delphini,7 Delphini,Del,18.9752,-22.7889,5.27491,2.46e-06,7.09e-05,-6.28e-06,30.1205,255,231,205,G,IV,2,G2.000000IV,0,1.36485e+07,0,13,0,3.05169,3.4,7.40628,10443.5,6.24776,0,6.74509e+08,0.305169,122.068,13.199,0,0,0,0,0,0,2,No Gas Giant
2248100000,101603,101932,196794,,,,,Del,18.0739,-21.6608,5.0128,-6.2e-07,6.95e-05,-6.7e-06,28.6533,255,216,163,K,IV,2,K2.000000IV,0,1.50682e+07,0,10,0,0.677689,0,0.279512,4336,1.1383,0,2.00433e+07,0.0677689,27.1076,2.56414,0,0,0,0,0,0,2,No Gas Giant
2249100000,101626,101955,196795,Gl 795A,,,,Del,10.6876,-12.779,1.44929,2.77e-05,7.59e-05,1.98e-06,16.7224,255,216,181,K,V,5,K5.000000V,0,1.73445e+07,0,0,0,1.12155,7.2,0.171554,6070.63,1.42182,0,7.70099e+07,0.112155,44.862,2.00882,0,0,12,48,4,144,0,Epistellar Gas Giant
2249200000,119357,0,0,Gl 795B,,,,Del,11.8749,-14.1996,1.60996,6e-05,5.11e-05,8.12e-06,18.5805,255,227,196,K,V,7,K7.000000V,0.0368539,1.59475e+07,0,0,1,1.36334,7.2,0.0522396,9520.02,2.04441,0,4.65761e+08,0.136334,54.5336,1.10852,0.15,0.6,12,48,4,144,0,No Gas Giant
2250100000,101654,101983,196378,Gl 794.2,,Phi-2 Pavonis,,Pav,7.79568,-9.28691,-21.4739,-1.97e-05,8.16e-05,-5.31e-06,24.6609,255,239,221,G,V,0,G0.000000V,0,1.98584e+07,0,0,0,0.938545,7.1,4.7863,5473,0.907648,0,5.08761e+07,0.0938545,37.5418,10.6106,0,0,0,0,0,0,0,Epistellar Gas Giant
2251100000,101668,101997,196761,Gl 796,,,,Cap,8.46867,-10.0751,-5.79774,7.78e-06,4.5e-05,4.81e-05,14.3823,255,246,244,G,IV,7.5,G7.500000IV,0,2.01376e+07,0,0,0,2.01385,8.9,0.514754,5810,1.89392,0,6.46125e+07,0.201385,80.554,3.4797,0,0,0,0,0,0,0,Epistellar Gas Giant
2252100000,101710,102040,197076,Gl 797A,,,,Del,12.7068,-15.0428,7.14197,-2e-05,4.24e-05,1.73e-05,20.9468,255,241,229,G,V,5,G5.000000V,0,1.7433e+07,0,0,0,1.83013,8.7,1.02424,11519.5,2.29663,0,9.9851e+08,0.183013,73.2054,4.90842,0,0,0.55,0.55,0.183333,1.65,0,Epistellar Gas Giant
2252200000,119362,0,0,Gl 797B,,,,Del,12.7322,-15.074,7.14276,-1.92e-05,4.22e-05,1.7e-05,20.9864,255,197,111,M,V,2.5,M2.500000V,73.2755,1.01969e+07,0,0,1,0.152992,8.7,0.00679204,3639.31,0.561156,0,9.94693e+06,0.0152992,6.11968,0.399707,22,0,0.55,0.55,0.183333,1.65,0,Eccentric Gas Giant
2253100000,101770,102101,0,GJ 4156,,,,Cep,8.45047,-9.94075,20.4247,-1.31e-05,3.31e-05,-7.59e-06,24.2365,255,198,109,M,V,1,M1.000000V,0,9.03584e+06,0,0,0,0.190775,5,0.0398841,4293.93,0.891119,0,1.92767e+07,0.0190775,7.63101,0.968594,0,0,0,0,0,0,0,Epistellar Gas Giant
2254100000,101784,102115,0,,,,,Aqr,20.4695,-24.0349,-3.03589,1.03e-05,7.49e-06,9.84e-06,31.7158,255,222,195,K,V,5.5,K5.500000V,0,1.68522e+07,0,11,0,1.07261,7.4,0.0537527,7048.55,1.44038,0,1.39962e+08,0.107261,42.9043,1.12445,0,0,0,0,0,0,3,No Gas Giant
2255100000,101789,102119,196998,GJ 1257,,,,Cap,14.2925,-16.7782,-9.04951,5.73e-06,0.00011069,-3.38e-05,23.8265,255,222,195,K,V,6,K6.000000V,0,1.98126e+07,0,9,0,0.668,6.7,0.0578096,3241,0.649,0,6.25645e+06,0.0668,26.72,1.16612,0,0,0,0,0,0,1,No Gas Giant
2256100000,101810,102141,196982,Gl 799A,,,,Mic,5.85796,-6.86772,-5.73631,1.78e-06,1.94e-05,-1.38e-05,10.6952,255,204,111,M,V,4.5,M4.500000V,0,1.37195e+07,0,3,0,0.286546,2.6,0.00776962,4078.69,0.580585,0,1.56925e+07,0.0286546,11.4618,0.427506,0,0,0.405,0.495,0.135,1.485,2,No Gas Giant
2256200000,119363,0,0,Gl 799B,,,,Mic,5.60042,-6.56536,-5.48423,2.8e-06,1.71e-05,-1.19e-05,10.2249,255,204,111,M,V,4.5,M4.500000V,12.3806,1.4333e+07,0,5,1,0.307959,2.6,0.0036241,4191.11,0.571703,0,1.74955e+07,0.0307959,12.3183,0.291972,4.5,0.1,0.405,0.495,0.135,1.485,2,No Gas Giant
2257100000,101855,102186,196877,Gl 798,,,,Ind,4.78899,-5.5917,-9.66397,-4.61e-05,6.12e-05,-3.14e-06,12.1492,255,227,196,K,V,7,K7.000000V,0,1.96356e+07,0,10,0,1.01343,5.6,0.0377746,5567.22,1.00244,0,5.4471e+07,0.101343,40.5372,0.942631,0,0,0,0,0,0,2,No Gas Giant
2258100000,101872,102203,197210,,,,,Aqr,19.8678,-23.1617,-2.83151,-8.48e-06,-4.14e-06,-2.57e-05,30.6466,255,241,229,G,V,5,G5.000000V,0,1.73059e+07,0,13,0,1.7213,0.85,0.739265,11365,2.19189,0,9.45999e+08,0.17213,68.8521,4.17005,0,0,0,0,0,0,2,No Gas Giant
2259100000,101876,102207,0,Gl 799.1,,,,,12.6874,-14.7793,-7.11898,2.49e-05,2.58e-05,-9.24e-06,20.7383,243,243,255,D,,2.5,D2.500000,0,1.17077e+08,0,0,0,0.470344,5.5,0.00418408,10264.5,0.0130866,0,6.29443e+08,0.0470344,18.8138,0.31372,0,0,0,0,0,0,0,Epistellar Gas Giant
2260100000,101895,102226,197396,,,,,Vul,15.2639,-17.7424,8.91146,2.43e-06,-1.8e-05,-4e-05,25.0438,255,199,142,K,V,2.5,K2.500000V,0,2.0436e+07,0,9,0,0.599,9.4,0.271394,3645,0.547,0,1.00093e+07,0.0599,23.96,2.52663,0,0,0,0,0,0,1,No Gas Giant
2261100000,101904,102235,0,Gl 800A,,,,Cap,11.0796,-12.8638,-5.81877,2.73e-05,4.91e-05,-7.23e-05,17.9469,255,197,111,M,V,1.5,M1.500000V,0,2.00075e+07,0,10,0,1.03795,5.7,0.0134276,5602.48,0.988879,0,5.58641e+07,0.103795,41.518,0.562007,0,0,0.12,0.18,0.04,0.54,2,No Gas Giant
2261200000,119365,0,0,Gl 800B,,,,,12.3055,-14.2862,-6.46298,2.92e-05,6.19e-05,-8.14e-05,19.9322,255,197,111,M,V,2,M2.000000V,0.0523456,9.81186e+06,0,5,1,0.193775,5.7,0.000869361,4748.25,0.767619,0,2.88235e+07,0.0193775,7.75099,0.143002,0.15,0.2,0.12,0.18,0.04,0.54,1,No Gas Giant
2262100000,101933,102264,197214,GJ 4157,,,,Mic,12.6996,-14.704,-10.9584,-2.23e-05,1.86e-05,-9.6e-06,22.3065,255,243,236,G,V,6,G6.000000V,0,1.83663e+07,0,13,0,1.94235,9,0.719118,11549.9,2.19602,0,1.00907e+09,0.194235,77.6941,4.11284,0,0,0,0,0,0,4,No Gas Giant
2263100000,101969,102300,0,,,,,Cep,6.00699,-6.92919,19.0393,3.01e-05,1.38e-05,-4.47e-06,21.1327,255,198,108,M,V,0,M0.000000V,0,8.40622e+06,0,7,0,0.201066,11,0.00695024,4025.91,1.08514,0,1.48959e+07,0.0201066,8.04262,0.404335,0,0,0,0,0,0,2,No Gas Giant
2264100000,101970,102301,0,GJ 4159,,,,Aqr,18.0152,-20.781,-0.085544,3.66e-05,3.16e-05,3.39e-05,27.5028,255,198,109,M,V,1,M1.000000V,0,9.09964e+06,0,0,0,0.192573,7.1,0.0171712,4282.71,0.88695,0,1.90759e+07,0.0192573,7.70293,0.635538,0,0,0,0,0,0,0,Epistellar Gas Giant
2265100000,102001,102332,0,,,,,Cap,15.2571,-17.5496,-9.09258,-4.8e-06,1.13e-05,-2.99e-05,24.9688,255,227,196,K,V,7,K7.000000V,0,1.6674e+07,0,11,0,1.4182,6.9,0.0629216,9669.27,1.94541,0,4.95663e+08,0.14182,56.7282,1.21658,0,0,0,0,0,0,4,No Gas Giant
2266100000,102002,102333,197157,GJ 4158,,Eta Indi,,Ind,9.78249,-11.2496,-19.0273,9.84e-06,1.65e-05,-2.59e-06,24.1721,179,197,255,A,IV,9,A9.000000IV,0,1.98701e+07,0,11,0,0.646,1.3,7.99466,3775,0.624,0,1.15154e+07,0.0646,25.84,13.7133,0,0,0,0,0,0,1,No Gas Giant
2267100000,102026,102357,352860,Gl 804,,,,Del,13.0424,-14.9553,7.12443,1.43e-05,-1.89e-05,-5.67e-05,21.0837,255,222,195,K,V,6,K6.000000V,0,2.05585e+07,0,8,0,0.471,1.2,0.0296483,3522,0.425,0,8.72507e+06,0.0471,18.84,0.835106,0,0,0,0,0,0,2,No Gas Giant
2268100000,102070,102401,0,Gl 806,,,,Cyg,5.7957,-6.60475,8.63477,1.9e-07,3.9e-05,-5.86e-06,12.3198,255,197,111,M,V,2,M2.000000V,0,1.96959e+07,0,0,0,0.71,12.6,0.00638558,3588,0.698,0,9.3977e+06,0.071,28.4,0.387563,0,0,0,0,0,0,0,Epistellar Gas Giant
2269100000,102078,102409,197481,Gl 803,,,,Mic,5.58497,-6.35954,-5.15434,9e-08,2.03e-05,-1.1e-05,9.9098,255,198,109,M,V,1,M1.000000V,0,8.35314e+06,1,0,0,0.931038,2.3,0.0255859,4871.43,5.08884,0,3.19328e+07,0.0931038,37.2415,0.775786,0,0,0,0,0,0,0,Epistellar Gas Giant
2270100000,102091,102422,198149,Gl 807,,Eta Cephei,3 Cephei,Cep,4.44524,-5.05592,12.5759,-5.61e-05,7.29e-05,-5.16e-05,14.2653,255,214,161,K,IV,0,K0.000000IV,0,1.31274e+07,0,11,0,1.62597,1.8,7.66302,6249,3.59835,0,8.64677e+07,0.162597,65.0388,13.4258,0,0,0,0,0,0,2,No Gas Giant
2271100000,102100,102431,198084,Wo 9706,,,,Cep,9.66451,-10.9862,23.0385,-6.1e-07,-1.19e-05,-4.47e-05,27.2926,223,227,255,F,IV,8,F8.000000IV,0,1.85408e+07,0,13,0,1.35028,8,10.0925,6540.23,1.49802,0,1.03749e+08,0.135028,54.0112,15.4078,0,0,0,0,0,0,2,Eccentric Gas Giant
2272100000,102154,102485,197692,Gl 805,,Psi Capricorni,16 Capricorni,Cap,8.79932,-9.93747,-6.26603,9.93e-06,-1.67e-05,-2.13e-05,14.6778,224,226,255,F,V,5,F5.000000V,0,4.81355e+06,0,0,0,0.729439,0.2,4.18023,4724.04,12.0063,0,2.82401e+07,0.0729439,29.1776,9.91612,0,0,0,0,0,0,0,Epistellar Gas Giant
