,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pra,pdec,rv,ag,absag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,prarad,pdecrad,bayer,fla,con,comp,comp_primary,base,lu,var,var_in,var_ax,mass,mass_t,temperature,radius,radius_t,period,period_t,semiMajorAxis,semiMajorAxis_t,eccentricity,eccentricity_t
1510,66943,67155,119850,,Gl 526,,,13.76215,14.89152,5.3911,1778.46,-1455.52,16.1,8.46,9.802,M2V,1.435,-4.665503,-2.319265,1.385494,-2.32E-06,-5.31E-05,-3.25E-05,3.602922481,0.259906049,8.62E-06,-7.06E-06,,,Boo,1,66943,,0.010452014,,,,0.539,0.003,3496,0.482,0.014,,,,,,
3621,118653,,,,GJ 1130B,,,9.891203,-31.752439,20,-150.71,-131.47,0,14.42,12.915,~,1.7,-14.479947,8.919387,-10.525002,1.34E-05,8.92E-06,-1.08E-05,2.589510887,-0.554184604,-7.31E-07,-6.37E-07,GJ 1130B,,,2,48365,GJ 1130,0.000594292,,,,,,,,,,,,,,
1312,58735,58910,104901,,,,,12.080228,-62.002292,5.5169,-6.13,0.16,0,7.57,8.862,F0I,0.626,-2.589262,-0.054392,-4.871237,-1.00E-08,1.60E-07,0,3.162596345,-1.082144137,-2.97E-08,7.76E-10,,,Cru,1,58735,,0.024842769,BY,7.833,7.043,,,,,,,,,,,
1080,48365,48502,,,GJ 1130A,,,9.891134,-31.752222,24.1255,-157.03,-119.28,0,10.19,8.278,M0V,1.375,-17.466702,10.75948,-12.69597,1.59E-05,1.18E-05,-1.19E-05,2.589492947,-0.554180812,-7.61E-07,-5.78E-07,,,Ant,1,48365,GJ 1130,0.042540246,,10.253,10.133,0.679,0.114,4005,0.726,0.023,,,,,,
768,33139,33226,265866,,,,,6.913622,33.268175,5.5863,-729.33,-399.31,26.4,9.89,11.154,M3V,1.58,-1.10658,4.538001,3.064541,1.24E-05,3.24E-05,5.77E-06,1.809982039,0.580639191,-3.54E-06,-1.94E-06,,,Ge,1,33139,,0.003008846,,,,0.389,0.004,3418,0.366,0.011,,,,,,
1891,83352,83609,,,,,,17.089101,-33.767358,5.6155,136.68,-141.19,0,9.25,10.503,~,0.607,-1.102705,-4.536064,-3.121219,4.12E-06,1.20E-06,-3.20E-06,4.473916289,-0.589351576,6.63E-07,-6.85E-07,,,Sco,1,83352,,0.005480245,,,,,,,,,,,,,,
620,25813,25878,36395,,Gl 205,,,5.524277,-3.677229,5.6571,763.05,-2092.89,8.5,7.97,9.207,M1.5V,1.474,0.701301,5.601801,-0.362827,-2.01E-05,7.56E-06,-5.78E-05,1.446252222,-0.064179753,3.70E-06,-1.01E-05,,,Ori,1,25813,,0.018080066,,,,0.609,0.03,3957,0.561,0.048,,,,,,
2731,119276,,,,Gl 754,,,19.346452,-45.55959,5.6915,646.35,-2868.07,16,12.23,13.454,M4.5,1.68,1.376254,-3.74042,-4.064196,1.21E-06,4.84E-05,-6.71E-05,5.064889407,-0.795164843,3.13E-06,-1.39E-05,Gl 754,,,1,119276,,0.000361743,,,,,,,,,,,,,,
2315,102708,103039,,,,,,20.87584,-16.974738,5.7133,-306.7,30.78,0,11.41,12.626,M4V,1.653,3.736291,-3.987443,-1.667998,-6.03E-06,-5.99E-06,8.20E-07,5.465282241,-0.296265066,-1.49E-06,1.49E-07,,,Cap,1,102708,,0.000775532,,11.471,11.341,,,,,,,,,,,
1159,52190,52341,,,GJ 1136A,,,10.697736,-36.633372,16.1838,-90.04,68.08,0,10.19,9.145,M0V,1.46,-12.239524,4.342422,-9.65675,-6.40E-07,7.72E-06,4.29E-06,2.800660739,-0.639372953,-4.37E-07,3.30E-07,,,Ant,1,52190,GJ 1136,0.019142559,,10.355,10.095,0.615,0.012,3767,0.591,0.017,,,,,,
3424,118700,,,,GJ 1136B,,,10.697567,-36.630584,17.8571,-148.45,59.68,0,11.67,10.411,M2V,1.52,-13.50525,4.792276,-10.654499,1.39E-06,1.31E-05,4.15E-06,2.800616608,-0.639324306,-7.20E-07,2.89E-07,GJ 1136B,,Ant,2,52190,GJ 1136,0.005964856,,,,,,,,,,,,,,
691,29222,29295,42581,,Gl 229,,,6.176284,-21.864643,5.7534,-137.01,-714.06,5.2,8.15,9.35,M1V,1.487,-0.246337,5.333894,-2.142671,3.93E-06,-2.30E-06,-2.05E-05,1.616947307,-0.38161001,-6.64E-07,-3.46E-06,,,Lep,1,29222,,0.015848932,,,,0.6,0.03,3812,0.549,0.043,,,,,,
2163,95799,96100,185144,7462,Gl 764,61Sig Dra,Alsafi,19.539149,69.661175,5.7547,598.43,-1738.81,28.2,4.67,5.87,K0V,0.786,0.784452,-1.840016,5.396152,3.71E-05,-4.45E-05,1.02E-05,5.115337176,1.215816871,2.90E-06,-8.43E-06,Sig,61,Dra,1,95799,,0.390840896,,,,0.844653393,0.058131,5242,0.79541,0.0378175,,,,,,
2734,118447,,,,Gl 251,,,6.913606,33.270718,5.7604,-752.58,-395.12,22.9,10.01,11.208,M3V,1.57,-1.141059,4.680085,3.160773,1.43E-05,2.99E-05,3.63E-06,1.809977906,0.580683574,-3.65E-06,-1.92E-06,Gl 251,,Ge,1,118447,,0.002862859,,,,,,,,,,,,,,
3622,118728,,,,GJ 1142A,,,11.135053,-5.229713,20,-29.3,-418.98,0,12.56,11.055,M3V,1.52,-19.408295,4.471558,-1.822979,4.24E-06,1.94E-06,-4.05E-05,2.915149992,-0.091275703,-1.42E-07,-2.03E-06,GJ 1142A,,,1,118728,GJ 1142,0.003296097,,,,,,,,,,,,,,
642,26792,26857,,,Gl 213,,,5.702566,12.489337,5.8292,1999.05,-1570.64,105.6,11.56,12.732,M4V,1.675,0.44278,5.674935,1.260815,-4.74E-05,0.00011909,-2.00E-05,1.492928361,0.21798006,9.69E-06,-7.61E-06,,,Ori,1,26792,,0.000703396,V1352,11.635,11.475,,,,,,,,,,,
1987,86722,86990,,,Gl 693,,,17.776329,-57.319042,5.8316,-1119.87,-1352.52,-115,10.75,11.921,M3.5V,1.66,-0.184376,-3.142875,-4.907535,-2.60E-05,9.74E-05,7.83E-05,4.653832125,-1.000406014,-5.43E-06,-6.56E-06,,,Pav,1,86722,,0.001484568,,10.803,10.673,0.277,0.005,3368,0.289,0.009,,,,,,
3623,118729,,,,GJ 1142B,,,11.133391,-5.158017,20,-29.3,-418.98,15.4,12.92,11.415,DA3,0.05,-19.409319,4.480687,-1.798127,-1.11E-05,5.48E-06,-4.19E-05,2.914714926,-0.090024384,-1.42E-07,-2.03E-06,GJ 1142B,,,2,118728,GJ 1142,0.00236592,,,,,,,,,,,,,,
3581,118736,,,,GJ 1143B,,,11.246661,-23.104147,19.6078,-260.04,-367.26,0,13.5,12.038,~,,-17.685478,3.534037,-7.694174,1.83E-05,2.16E-05,-3.21E-05,2.944368883,-0.403243443,-1.26E-06,-1.78E-06,GJ 1143B,,,2,54761,GJ 1143,0.001332907,,,,,,,,,,,,,,
1212,54761,54922,97782,,GJ 1143A,,,11.246718,-23.10492,23.0468,-295.43,-365.45,0,9.02,7.207,K5V,1.108,-20.787284,4.15344,-9.043936,2.22E-05,2.92E-05,-3.76E-05,2.944383996,-0.403256933,-1.43E-06,-1.77E-06,,,Crt,1,54761,GJ 1143,0.114077501,,,,,,,,,,,,,,
2736,118532,,,,Gl 300,,,8.211308,-21.551445,5.8824,30.53,-699.33,0,12.1,13.252,M3.5V,1.6,-2.993375,4.579649,-2.16082,3.28E-06,-6.61E-06,-1.86E-05,2.149715403,-0.376143676,1.48E-07,-3.39E-06,Gl 300,,,1,118532,,0.000435712,,,,,,,,,,,,,,
2790,118805,,,,GJ 1154A,,,12.237909,0.621346,8.4602,-937.18,-286.52,0,13.73,14.093,~,1.77,-8.443299,-0.526567,0.091746,-2.53E-06,3.84E-05,-1.18E-05,3.203877051,0.010844527,-4.54E-06,-1.39E-06,GJ 1154A,,,1,118805,GJ 1154,0.000200817,,,,,,,,,,,,,,
1707,75841,76074,,,Gl 588,,,15.536988,-41.275586,5.9291,-1177.47,-1028.86,15.4,9.31,10.445,M2.5V,1.524,-2.678394,-3.561312,-3.911408,-2.24E-05,2.65E-05,-3.26E-05,4.067574074,-0.720394881,-5.71E-06,-4.99E-06,,,Lup,1,75841,,0.00578096,,,,0.514,0.004,3491,0.46,0.014,,,,,,
3817,118808,,,,GJ 1155A,,,12.280905,2.969223,21.7391,-646.72,267.88,5,13.28,11.594,M4V,1.62,-21.651491,-1.595139,1.126088,-8.65E-06,6.77E-05,2.85E-05,3.215133379,0.051822718,-3.14E-06,1.30E-06,GJ 1155A,,,1,118808,GJ 1155,0.002006319,,,,,,,,,,,,,,
3818,118809,,,,GJ 1155B,,,12.280905,2.969223,21.7391,-646.72,267.88,0,15.32,13.634,DA,0.38,-21.651236,-1.59512,1.126075,-3.56E-06,6.81E-05,2.82E-05,3.215133379,0.051822718,-3.14E-06,1.30E-06,GJ 1155B,,,2,118808,GJ 1155,0.000306478,,,,,,,,,,,,,,
3846,118822,,,,GJ 1159A,,,12.488012,53.545068,21.7865,-1225.13,109.34,0,14.21,12.519,M4V,1.55,-12.840153,-1.646811,17.523415,-7.31E-06,0.00012952,6.86E-06,3.269353822,0.934537741,-5.94E-06,5.30E-07,GJ 1159A,,,1,118822,GJ 1159,0.000855855,,,,,,,,,,,,,,
871,37659,37766,,,Gl 285,,,7.744493,3.552454,5.9566,-344.87,-450.84,26.8,11.19,12.315,M4.0V,1.6,-2.621889,5.336048,0.369099,-3.48E-06,2.97E-05,-1.13E-05,2.027503512,0.062002012,-1.67E-06,-2.19E-06,,,CMi,1,37659,,0.001032761,YZ,11.284,11.084,0.339,0.006,3192,0.332,0.01,,,,,,
1917,84220,84478,156026,,Gl 664,,,17.270388,-26.546147,5.9705,-479.71,-1123.37,-0.1,6.33,7.45,K5V,1.144,-1.014027,-5.243915,-2.668326,-1.09E-05,1.70E-05,-2.90E-05,4.52137691,-0.463317662,-2.33E-06,-5.45E-06,,,Oph,1,84220,,0.091201084,V2215,6.35,6.32,0.617743583,0.0436721,4384.89,0.576006,0.150937,,,,,,
3847,118823,,,,GJ 1159B,,,12.488011,53.550068,21.7865,-1225.13,109.34,-89,18,16.309,M6V,,-12.835956,-1.646268,17.520885,4.63E-05,0.00013643,-6.64E-05,3.269353679,0.934625007,-5.94E-06,5.30E-07,GJ 1159B,,,2,118822,GJ 1159,2.61E-05,,,,,,,,,,,,,,
2673,117106,117473,,,Gl 908,,,23.820146,2.401223,5.9776,995.12,-968.25,-71.3,8.98,10.097,dM1,1.46,5.965095,-0.281077,0.250417,-7.02E-05,3.22E-05,-3.11E-05,6.236099684,0.041909249,4.82E-06,-4.69E-06,,,Psc,1,117106,,0.007965261,BR,9.01,8.96,0.46,0.003,3643,0.417,0.012,,,,,,
3252,118832,,,,GJ 1161B,,,12.59377,-34.904828,16.129,-208.01,-71.62,0,11.91,10.872,K4,1.6,-13.067981,-2.047772,-9.229255,6.50E-07,1.66E-05,-4.59E-06,3.297041157,-0.609204174,-1.01E-06,-3.47E-07,GJ 1161B,,Cen,2,61258,GJ 1161,0.003901216,,,,,,,,,,,,,,
1375,61258,61451,109524,,GJ 1161A,,,12.592662,-34.881917,21.427,-227.88,-133.7,0,7.84,6.185,K3.5V,1.024,-17.366113,-2.716295,-12.253823,4.19E-06,2.46E-05,-1.14E-05,3.296751089,-0.608804299,-1.10E-06,-6.48E-07,,,Cen,1,61258,GJ 1161,0.292415238,,,,,,,,,,,,,,
401,15471,15510,20794,1008,Gl 139,,82 G. Eri,3.331944,-43.069784,6.0434,3038.08,726.34,86.7,4.26,5.354,G6V,0.711,2.839238,3.381499,-4.127499,-1.72E-05,0.00011797,-4.50E-05,0.872300799,-0.751709536,1.47E-05,3.52E-06,,,Eri,1,15471,,0.628637088,,,,0.7,0,5401,0.92,0,,,,,,
1397,62276,62471,,,GJ 1164B,,,12.802781,-24.804569,16.7616,-314.92,174.58,0,9.9,8.778,K7V,1.38,-14.88045,-3.174242,-7.031901,-1.12E-05,2.38E-05,1.29E-05,3.351760279,-0.432921403,-1.53E-06,8.46E-07,,,Hya,2,62278,GJ 1164,0.026841081,,,,,,,,,,,,,,
1593,71027,71253,,,Gl 555,,,14.571338,-12.519555,6.061,-357.5,595.12,9,11.32,12.407,M3.5V,1.633,-4.626156,-3.689053,-1.313877,-1.65E-05,2.50E-07,1.51E-05,3.814767243,-0.218507454,-1.73E-06,2.89E-06,,,Lib,1,71027,,0.000948855,HN,11.397,11.177,,,,,,,,,,,
2233,98924,99240,190248,7665,Gl 780,Del Pav,Delta Pavonis,20.145157,-66.182068,6.1084,1210.29,-1130.34,-21.7,3.55,4.62,G8IV,0.751,1.313772,-2.087713,-5.587991,9.26E-06,5.26E-05,6.78E-06,5.273989829,-1.155094997,5.87E-06,-5.48E-06,Del,,Pav,1,98924,,1.235947433,,,,1.05625,0.125539,5590.39,1.34293,0.114703,,,,,,
2740,118344,,,,NN 3323,,,5.032478,-6.945051,6.135,-539.7,-549.2,0,12.1,13.161,M4.0V,,1.526136,5.895661,-0.741827,1.51E-05,-5.93E-06,-1.62E-05,1.317499602,-0.12121401,-2.62E-06,-2.66E-06,GJ 3323,,,1,118344,,0.000473805,,,,,,,,,,,,,,
2741,119184,,,,GJ 1221,,,17.804188,70.874972,6.1425,-1245.27,1082.5,0,14.15,15.208,DQ9,0.4,-0.104366,-2.009764,5.80347,-3.55E-05,3.23E-05,1.06E-05,4.661125495,1.237001611,-6.04E-06,5.25E-06,GJ 1221,,,1,119184,,7.19E-05,,,,,,,,,,,,,,
2742,118488,,,,NN 3454,,,7.606961,7.080332,6.1728,200.75,-286.7,0,13.22,14.268,M4.5V,,-2.501754,5.59158,0.760864,-5.92E-06,-1.49E-06,-8.51E-06,1.991497608,0.123575103,9.73E-07,-1.39E-06,GJ 3454,,,1,118488,,0.000170923,,,,,,,,,,,,,,
1398,62278,62472,111261,,GJ 1164A,,,12.802979,-24.806598,20.3832,-312.15,170.71,0,8.9,7.354,K4V,1.149,-18.095102,-3.860961,-8.551907,-1.34E-05,2.87E-05,1.53E-05,3.351812159,-0.432956817,-1.51E-06,8.28E-07,,,Hya,1,62278,GJ 1164,0.099632264,,9.122,8.852,,,,,,,,,,,
4175,118852,,,,GJ 1166A,,,12.856742,22.103967,25,-164.44,73.21,19,12.97,10.98,M3,1.6,-22.583264,-5.151916,9.407576,-1.87E-05,1.62E-05,1.55E-05,3.365887253,0.385787005,-7.97E-07,3.55E-07,GJ 1166A,,,1,118852,GJ 1166,0.003531832,,,,,,,,,,,,,,
2245,99382,99701,191849,,Gl 784,,,20.231446,-45.164019,6.1981,778.18,-159.55,-31.1,7.97,9.009,M0V,1.431,2.410191,-3.645204,-4.395049,5.26E-06,3.44E-05,1.92E-05,5.296580229,-0.788260839,3.77E-06,-7.74E-07,,,Tel,1,99382,,0.021697016,,,,0.603,0.004,3838,0.552,0.016,,,,,,
2743,118644,,,,GJ 1128,,,9.714859,-68.885517,6.2112,-62.52,1118.25,-21,12.78,13.814,M4.0V,1.73,-1.848526,1.259969,-5.793194,-1.85E-05,1.49E-05,3.22E-05,2.543344235,-1.202279078,-3.03E-07,5.42E-06,GJ 1128,,,1,118644,,0.000259657,,,,,,,,,,,,,,
2744,118995,,,,NN 3877,,,14.944004,-28.165379,6.2112,-481.45,-830.54,0,17.05,18.084,M7.0V,1.34,-3.928325,-3.814685,-2.931799,-1.64E-06,1.86E-05,-2.21E-05,3.912331101,-0.491578594,-2.33E-06,-4.03E-06,GJ 3877,,,1,118995,,5.09E-06,,,,,,,,,,,,,,
1683,74766,74995,,,Gl 581,,,15.32412,-7.72228,6.2147,-1224.55,-99.52,-9.4,10.57,11.603,M3V,1.6,-3.96982,-4.707934,-0.835068,-2.18E-05,3.14E-05,-1.68E-06,4.011845195,-0.134779215,-5.94E-06,-4.82E-07,,,Lib,1,74766,,0.001989757,HO,10.595,10.485,0.31,,,0.29,,,,,,,
4176,118853,,,,GJ 1166B,,,12.858127,22.117322,25,-164.44,73.21,15,14.28,12.29,M3.5,1.72,-22.579072,-5.159573,9.412898,-1.50E-05,1.70E-05,1.40E-05,3.366249872,0.38602009,-7.97E-07,3.55E-07,GJ 1166B,,,2,118852,GJ 1166,0.001056818,,,,,,,,,,,,,,
801,34511,34603,,,Gl 268,,,7.167196,38.52946,6.2945,-439.68,-948.36,37.9,11.65,12.655,M4.5V,1.7,-1.481414,4.696265,3.921162,-1.75E-06,5.01E-05,1.51E-06,1.876367453,0.672465941,-2.13E-06,-4.60E-06,,,Aur,1,34511,,0.000755092,QY,11.712,11.562,,,,,,,,,,,
3222,118868,,,,GJ 1167A,,,13.159657,28.984276,15.873,-320.43,-185,0,14.18,13.177,M4.8V,1.72,-13.249999,-4.150827,7.691572,-1.40E-05,2.15E-05,-1.25E-05,3.445190022,0.505871045,-1.55E-06,-8.97E-07,GJ 1167A,,,1,118868,GJ 1167,0.000466874,,,,,,,,,,,,,,
1516,67095,67308,120036,,GJ 1177A,,,13.795043,-32.430021,14.4907,87.18,-18.62,0,8.13,7.325,K6V,1.322,-10.904945,-5.538541,-7.770915,3.40E-06,-5.14E-06,-1.10E-06,3.611533688,-0.566010644,4.23E-07,-9.03E-08,,,Cen,1,67095,GJ 1177,0.102329299,,,,0.66,0.015,3915,0.64,0.021,,,,,,
2747,118865,,,,GJ 2097,,,13.117292,20.815405,6.4103,-69.97,-38.78,-7,12.58,13.546,M2V,1.62,-5.737071,-1.727679,2.277826,5.37E-06,3.89E-06,-3.67E-06,3.434099085,0.363297355,-3.39E-07,-1.88E-07,GJ 2097,,,1,118865,,0.000332353,,,,,,,,,,,,,,
2748,118399,,,,Gl 223.2,,,5.919344,-4.169761,6.4599,549.24,-2305.48,0,14.45,15.399,DZ11,1.05,0.136031,6.441366,-0.469711,-1.73E-05,-4.84E-06,-7.20E-05,1.54968072,-0.07277606,2.66E-06,-1.12E-05,Gl 223.2,,,1,118399,,6.03E-05,,,,,,,,,,,,,,
1807,80218,80459,,,Gl 625,,,16.423456,54.304103,6.5164,432.29,-170.71,-12.6,10.13,11.06,M1.5V,1.591,-1.525067,-3.482882,5.292042,1.38E-05,-2.60E-06,-1.36E-05,4.299650838,0.947785391,2.10E-06,-8.28E-07,,,Dra,1,80218,,0.003280953,,,,0.3,,3499,0.31,,,,,,,
2749,118812,,,,GJ 1156,,,12.316778,11.125205,6.5402,-1283.64,205.6,0,13.81,14.732,M4.5V,1.88,-6.395244,-0.531553,1.261955,-2.13E-06,4.07E-05,6.40E-06,3.224524893,0.194171451,-6.22E-06,9.97E-07,GJ 1156,,,1,118812,,0.000111481,,,,,,,,,,,,,,
2601,114260,114622,219134,8832,Gl 892,,,23.221098,57.168355,6.5462,2074.37,294.97,-18.2,5.57,6.49,K3V,1,3.475601,-0.718451,5.500421,-4.25E-06,6.81E-05,-1.06E-05,6.079269286,0.997776028,1.01E-05,1.43E-06,,,Cas,1,114260,,0.220800473,,,,0.81,,4699,0.78,,,,,,,
1180,53612,53767,,,Gl 408,,,11.001188,22.832962,6.6622,-426.31,-279.94,3,10.03,10.912,M4V,1.525,-5.931445,1.587358,2.58525,-2.56E-06,1.49E-05,-7.14E-06,2.880104395,0.398510372,-2.07E-06,-1.36E-06,,,Leo,1,53612,,0.003760105,,,,0.423,1.924,3412,0.39,1.377,,,,,,
3109,118918,,,,GJ 1177B,,,13.795156,-32.432276,14.4928,103.08,-61.45,0,9.12,8.314,K7V,1.36,-10.906067,-5.539571,-7.772522,5.34E-06,-5.41E-06,-3.64E-06,3.611563358,-0.566050008,5.00E-07,-2.98E-07,GJ 1177B,,Cen,2,67095,GJ 1177,0.041152858,,,,,,,,,,,,,,
2380,105765,106106,,,Gl 829,,,21.493551,17.64329,6.7047,1008.09,376.21,-24.9,10.33,11.198,M3.0V,1.62,5.062257,-3.897986,2.03206,-2.17E-06,4.30E-05,3.93E-06,5.626998496,0.307933507,4.89E-06,1.82E-06,,,Peg,1,105765,,0.002889349,,10.413,10.283,0.434,0.006,3278,0.398,0.012,,,,,,
2934,118921,,,,GJ 1179A,,,13.803766,23.61286,11.9904,-1472.94,144.42,0,15.32,14.926,M5V,1.96,-9.784265,-4.997088,4.802811,-3.60E-05,7.78E-05,7.69E-06,3.613817567,0.41212216,-7.14E-06,7.00E-07,GJ 1179A,,,1,118921,GJ 1179,9.32E-05,,,,,,,,,,,,,,
1865,82557,82809,,,Gl 643,,,16.923675,-8.322576,6.715,-813.47,-895.23,-14.1,11.73,12.595,M3.5V,1.7,-1.847524,-6.382123,-0.971952,-2.03E-05,2.51E-05,-2.68E-05,4.430607756,-0.145256351,-3.94E-06,-4.34E-06,,,Oph,1,82557,,0.000797995,,11.852,11.622,,,,,,,,,,,
2751,118530,,,,Gl 299,,,8.199296,8.775732,6.7568,1163.13,-5078.51,-35,12.83,13.681,M4.5V,1.77,-3.634963,5.599567,1.030592,-2.66E-05,-2.90E-05,-0.00016987,2.146570752,0.153165417,5.64E-06,-2.46E-05,Gl 299,,,1,118530,,0.000293495,,,,,,,,,,,,,,
1169,52866,53020,,,Gl 402,,,10.847797,6.808149,6.7604,-804.4,-809.6,-0.9,11.64,12.49,M4V,1.679,-6.409634,1.9943,0.801412,5.70E-06,2.58E-05,-2.65E-05,2.839946515,0.118824615,-3.90E-06,-3.93E-06,,,Leo,1,52866,,0.000879023,,11.742,11.482,,,,,,,,,,,
2752,119513,,,,NN 4285,,,22.632675,-65.822318,6.8027,617.95,-349.62,0,11.45,12.287,M3.5,,2.609768,-0.975622,-6.205965,-2.71E-06,2.28E-05,-4.72E-06,5.92522042,-1.148816163,3.00E-06,-1.70E-06,GJ 4285,,Tuc,1,119513,,0.001059742,,,,,,,,,,,,,,
1948,85345,85605,,,,,,17.493402,24.654069,6.8101,97.33,348.92,0,11.39,12.224,~,1.101,-0.818464,-6.134956,2.840756,3.82E-06,4.34E-06,1.05E-05,4.579761808,0.430294686,4.72E-07,1.69E-06,,,Her,1,85345,,0.001123052,,,,,,,,,,,,,,
2935,118922,,,,GJ 1179B,,,13.801,23.579437,11.9904,-1472.94,144.42,0,15.65,15.256,DC9,1.1,-9.790376,-4.991272,4.796402,-3.59E-05,7.78E-05,7.69E-06,3.61309325,0.411538808,-7.14E-06,7.00E-07,GJ 1179B,,,2,118921,GJ 1179,6.88E-05,,,,,,,,,,,,,,
2558,112936,113296,216899,,Gl 880,,,22.943009,16.553433,6.8451,-1033.21,-283.33,-27.9,8.68,9.503,M1.5V,1.507,6.31155,-1.792532,1.950162,-3.31E-05,-2.62E-05,-1.71E-05,6.006465635,0.288911915,-5.01E-06,-1.37E-06,,,Peg,1,112936,,0.013765754,,,,0.601,0.003,3579,0.55,0.016,,,,,,
2753,118510,,,,Gl 293,,,7.885359,-67.791861,6.9109,1427.31,-1457.52,0,14.08,14.882,DA9.0,0.66,-1.238902,2.29964,-6.398229,-2.07E-05,-6.25E-05,-1.85E-05,2.064382212,-1.18319118,6.92E-06,-7.07E-06,Gl 293,,,1,118510,,9.71E-05,,,,,,,,,,,,,,
1535,67744,67960,121271,,GJ 1181A,,,13.917383,-29.090532,17.2622,-276.55,-101.22,0,9.53,8.345,M0V,1.414,-13.223739,-7.25799,-8.392726,-7.53E-06,2.23E-05,-7.40E-06,3.643562409,-0.507725564,-1.34E-06,-4.91E-07,,,Hya,1,67744,GJ 1181,0.039994475,,,,0.628,0.107,3882,0.721,0.022,,,,,,
3270,118968,,,,GJ 1183A,,,14.465396,-0.376271,16.1812,-399.49,92.23,0,13.95,12.905,M4.65,1.65,-12.925841,-9.733579,-0.106264,-1.89E-05,2.50E-05,7.23E-06,3.787031719,-0.006567163,-1.94E-06,4.47E-07,GJ 1183A,,,1,118968,GJ 1183,0.000599791,,,,,,,,,,,,,,
2316,102765,103096,199305,,Gl 809,,,20.88883,62.15439,7.0487,1.08,-774.24,-17,8.55,9.309,M1.0V,1.483,2.259284,-2.394775,6.232392,1.05E-05,-1.11E-05,-2.77E-05,5.46868299,1.084798756,5.24E-09,-3.75E-06,,,Cep,1,102765,,0.016458869,,,,0.596,0.003,3635,0.544,0.016,,,,,,
1141,51172,51317,,,Gl 393,,,10.482098,0.841,7.0671,-602.32,-731.87,8.3,9.65,10.404,dM2,1.507,-6.515769,2.734767,0.10373,-1.80E-07,2.25E-05,-2.50E-05,2.744206752,0.014678211,-2.92E-06,-3.55E-06,,,Sex,1,51172,,0.006003438,,,,0.483,0.007,3525,0.435,0.014,,,,,,
3271,118969,,,,GJ 1183B,,,14.465673,-0.374592,16.1812,-399.49,92.23,0,14.03,12.985,M4.70,1.68,-12.925137,-9.73452,-0.10579,-1.89E-05,2.50E-05,7.23E-06,3.787104358,-0.006537865,-1.94E-06,4.47E-07,GJ 1183B,,,2,118968,GJ 1183,0.000557186,,,,,,,,,,,,,,
2756,118835,,,,NN 3737,,,12.647117,-38.374865,7.1942,-676.5,-1316.34,0,12.74,13.455,M4.0V,1.69,-5.559306,-0.950686,-4.466188,2.41E-05,2.81E-05,-3.60E-05,3.31100755,-0.669767745,-3.28E-06,-6.38E-06,GJ 3737,,,1,118835,,0.00036141,,,,,,,,,,,,,,
3045,119034,,,,GJ 1194A,,,15.667113,43.492188,13.6426,1170.96,-342.41,-108,12.48,11.806,M3V,1.57,-5.672725,-8.105364,9.385795,0.00010046,8.43E-06,-9.25E-05,4.101640713,0.759081882,5.68E-06,-1.66E-06,GJ 1194A,,,1,119034,GJ 1194,0.001650441,,,,,,,,,,,,,,
2758,119571,,,,GJ 1286,,,23.586282,-2.390374,7.215,778.41,-846.51,0,14.69,15.399,M5.0V,1.96,7.16648,-0.779258,-0.300922,1.73E-06,2.72E-05,-2.96E-05,6.174874139,-0.041719896,3.77E-06,-4.10E-06,GJ 1286,,,1,119571,,6.03E-05,,,,,,,,,,,,,,
2759,119212,,,,NN 4053,,,18.315393,66.192187,7.2833,465.78,-409.2,0,13.48,14.168,M4.5V,1.83,0.242972,-2.929993,6.663525,1.75E-05,-1.18E-05,-5.83E-06,4.794958634,1.155271597,2.26E-06,-1.98E-06,GJ 4053,,,1,119212,,0.000187413,,,,,,,,,,,,,,
3046,119035,,,,GJ 1194B,,,15.667391,43.490538,13.6426,1170.96,-342.41,0,13.8,13.126,M4,,-5.674589,-8.10928,9.389312,5.45E-05,-5.72E-05,-1.64E-05,4.10171346,0.759053081,5.68E-06,-1.66E-06,GJ 1194B,,,2,119034,GJ 1194,0.000489328,,,,,,,,,,,,,,
2760,119229,,,,GJ 1230A,,,18.685827,24.784458,7.3529,498.32,40.97,0,12.4,13.068,M4.5V,1.71,1.192254,-6.568303,3.082378,1.74E-05,3.77E-06,1.33E-06,4.89193799,0.432570397,2.42E-06,1.99E-07,GJ 1230A,,,1,119229,GJ 1230,0.000516179,,,,,,,,,,,,,,
1896,83688,83945,,,GJ 3991,,,17.158741,43.681351,7.4455,333.92,-278.02,0,11.77,12.411,M3.5V,1.696,-1.176301,-5.254468,5.142212,1.03E-05,-9.40E-06,-7.26E-06,4.492147964,0.76238339,1.62E-06,-1.35E-06,,,Her,1,83688,,0.000945366,,11.863,11.693,,,,,,,,,,,
97,3759,3765,4628,222,Gl 33,,96 G. Psc,0.806382,5.280615,7.4549,758.04,-1141.22,-10,5.74,6.378,K2.5V,0.89,7.258368,1.555495,0.686093,-1.20E-05,2.55E-05,-4.20E-05,0.211110319,0.092164116,3.68E-06,-5.53E-06,,,Psc,1,3759,,0.244793567,,,,0.769423724,0.0532266,4937,0.773064,0.0371017,,,,,,
