,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,uniqueID,numberOfStars,systemAge,gardenWorldPresent,cartesianX,cartesianY,cartesianZ,cartesianVelocityX,cartesianVelocityY,cartesianVelocityZ
1617,1617,1617,1617,1617000000,1,7.8,0,-17.6137,-16.997,-12.5404,-8.54e-06,1.0800000000000003e-05,-2.68e-06
1618,1618,1618,1618,1618000000,1,5.6,0,-11.6794,-11.3165,19.1277,1.91e-06,-1.6899999999999994e-05,-3.03e-05
1619,1619,1619,1619,1619000000,1,8.0,0,-19.2007,-18.7344,-2.03895,-2.37e-05,-5.26e-06,-2.18e-05
1620,1620,1620,1620,1620000000,1,8.2,0,-19.4295,-18.9622,-3.00542,-2.34e-05,2.55e-05,-9.85e-06
1621,1621,1621,1621,1621000000,2,4.4,0,-7.83113,-7.65907,-4.29576,2.67e-05,-5.44e-05,-0.0001114
1622,1622,1622,1622,1622000000,1,8.0,0,-17.4039,-17.0364,-2.70176,3.69e-06,2.1e-07,-2.51e-05
1623,1623,1623,1623,1623000000,1,8.5,0,-11.1837,-11.0043,-17.9621,1.78e-06,4.26e-06,-5.44e-05
1624,1624,1624,1624,1624000000,1,7.1,0,-8.93266,-8.79815,21.3563,-4.03e-06,1.4e-05,4.09e-06
1625,1625,1625,1625,1625000000,1,4.9,0,-12.4756,-12.4244,-17.0592,-4.71e-06,4e-05,-2.23e-05
1626,1626,1626,1626,1626000000,1,5.2,0,-19.7592,-19.815,-12.7256,-2e-05,2.22e-05,-3.66e-06
1627,1627,1627,1627,1627000000,1,6.3,0,-13.3773,-13.462,-3.7355,-5.04e-06,-2.54e-06,-4.7e-05
1628,1628,1628,1628,1628000000,1,8.2,0,-5.82912,-5.8764400000000006,8.40122,2.55e-05,6.1e-06,7.58e-06
1629,1629,1629,1629,1629000000,1,11.5,0,-5.23345,-5.28012,28.2612,-4e-05,1.91e-05,-3.85e-06
1630,1630,1630,1630,1630000000,1,4.1,0,-20.4818,-20.7516,8.28847,4.3e-06,-1.6800000000000002e-05,-3.37e-05
1631,1631,1631,1631,1631000000,1,4.8,0,-12.8546,-13.0681,-19.6624,2.54e-06,7.28e-06,-6.5e-06
1632,1632,1632,1632,1632000000,1,0.15,0,-12.1965,-12.5265,-18.2914,6.4e-06,5.920000000000001e-05,4.74e-05
1633,1633,1633,1633,1633000000,1,11.0,0,-12.7367,-13.0862,-16.4382,2.0600000000000006e-05,2.43e-06,-1.7899999999999998e-05
1634,1634,1634,1634,1634000000,2,10.2,0,-11.8333,-12.2309,18.6726,-2.229e-05,4.96e-05,-1.805e-05
1635,1635,1635,1635,1635000000,1,3.8,0,-6.1204300000000025,-6.35499,15.5216,-3.16e-05,4.89e-05,7.59e-06
1636,1636,1636,1636,1636000000,1,5.5,0,-12.7971,-13.3555,1.82605,5.29e-06,8.46e-05,-5.24e-05
1637,1637,1637,1637,1637000000,1,4.3,0,-15.7009,-16.5798,-17.4723,2.2e-05,0.00010537,-0.0001198
1638,1638,1638,1638,1638000000,1,10.6,0,-16.4725,-17.4475,17.7269,-1.56e-06,1.19e-05,1.66e-06
1639,1639,1639,1639,1639000000,1,0.0,0,-12.1388,-12.9379,8.22344,1.4499999999999993e-05,-1.01e-05,-1.83e-05
1640,1640,1640,1640,1640000000,1,0.45,0,-21.2871,-22.7378,5.05927,2.84e-06,4.59e-05,-1.92e-06
1641,1641,1641,1641,1641000000,1,5.3,0,-4.68524,-5.02157,27.9625,2.37e-06,2.95e-05,4.64e-06
1642,1642,1642,1642,1642000000,1,2.8,0,-9.76826,-10.6223,0.7984319999999999,-2.97e-05,2.99e-05,3.3799999999999995e-05
1643,1643,1643,1643,1643000000,2,2.7,0,-37.1088,-40.5742,-16.2047,-0.00041613,-4.320000000000001e-05,-0.00111834
1644,1644,1644,1644,1644000000,1,2.6,0,-11.9456,-13.1045,-16.5221,-1.25e-05,4.3e-05,-2.51e-05
1645,1645,1645,1645,1645000000,1,4.7,0,-14.8119,-16.2629,-21.0429,1e-05,8.3e-06,-7.83e-06
1646,1646,1646,1646,1646000000,1,2.9,0,-15.1169,-16.6017,-21.4692,1.0800000000000003e-05,9.09e-06,-8.41e-06
1647,1647,1647,1647,1647000000,1,0.0,0,-7.7934199999999985,-8.560789999999999,-21.2532,-2.78e-05,1.72e-06,-3.48e-05
1648,1648,1648,1648,1648000000,1,13.1,0,-15.4619,-17.2169,19.1817,1.05e-06,-2.01e-05,-1.7199999999999998e-05
1649,1649,1649,1649,1649000000,1,8.0,0,-17.1438,-19.1617,8.997,-2.59e-05,8.9e-05,2.32e-05
1650,1650,1650,1650,1650000000,1,10.7,0,-15.738,-17.7071,-11.203,-3.86e-05,3.2899999999999987e-05,-1.1e-05
1651,1651,1651,1651,1651000000,2,6.0,0,-23.1841,-26.169,-0.8249559999999999,-0.0001135,0.00019764,-8.26e-05
1652,1652,1652,1652,1652000000,1,1.05,0,-17.8499,-20.1745,-1.78824,1.58e-06,0.00014716,2.7e-05
1653,1653,1653,1653,1653000000,1,5.0,0,-6.44705,-7.3281399999999985,23.3866,3.57e-06,-3.71e-05,-6.4e-05
1654,1654,1654,1654,1654000000,1,4.9,0,-5.81894,-6.6499,-24.9803,-4.04e-06,3.01e-05,-7.07e-06
1655,1655,1655,1655,1655000000,1,6.5,0,-10.3952,-11.9568,0.220229,1.02e-05,-9.08e-06,-1.05e-05
1656,1656,1656,1656,1656000000,1,7.0,0,-16.9316,-19.7115,-13.8148,-7.22e-06,5.68e-06,7.3e-07
1657,1657,1657,1657,1657000000,1,8.9,0,-10.3042,-12.013,-26.1344,-3.2e-06,1.87e-05,-1.88e-05
1658,1658,1658,1658,1658000000,1,1.75,0,-15.3877,-18.122,-8.01302,5.04e-05,-2.47e-05,-4.09e-05
1659,1659,1659,1659,1659000000,1,8.2,0,-16.3651,-19.3849,0.781926,-1.78e-06,-7.329999999999999e-05,-6.15e-05
1660,1660,1660,1660,1660000000,1,5.3,0,-14.8068,-17.5452,12.8341,1.93e-06,3.05e-05,4.4e-05
1661,1661,1661,1661,1661000000,1,9.2,0,-3.96982,-4.70793,-0.835068,-2.18e-05,3.14e-05,-1.68e-06
1662,1662,1662,1662,1662000000,1,3.1,0,-18.9587,-22.7245,8.14071,-5.76e-05,3.79e-05,-2.82e-05
1663,1663,1663,1663,1663000000,1,4.6,0,-6.2719,-7.59508,-11.0622,-5.04e-05,0.00012196,3.99e-05
1664,1664,1664,1664,1664000000,1,0.35,0,-6.781789999999999,-8.21835,4.08541,4.98e-06,-7.9e-07,6.68e-06
1665,1665,1665,1665,1665000000,1,4.8,0,-11.9734,-14.5337,-1.57379,-9.24e-06,3.12e-05,3.4e-07
1666,1666,1666,1666,1666000000,1,11.3,0,-13.7787,-16.805999999999994,-4.0911,1.14e-06,1.12e-05,-2.03e-05
1667,1667,1667,1667,1667000000,1,9.1,0,-16.3523,-19.9624,0.639054,-1.9e-05,4.86e-05,-4.620000000000001e-05
1668,1668,1668,1668,1668000000,1,6.4,0,-11.7472,-14.3498,6.35618,-8.87e-06,2.37e-05,3.42e-06
1669,1669,1669,1669,1669000000,2,4.4,0,-19.9119,-24.4149,18.4005,1.763e-05,-1.487e-05,-3.7e-05
1670,1670,1670,1670,1670000000,1,0.0,0,-15.9645,-19.7216,-13.0991,1.46e-06,2.5e-06,-5.54e-06
1671,1671,1671,1671,1671000000,1,0.55,0,-19.3152,-23.8945,-5.59601,8.6e-07,1.76e-05,-2.09e-05
1672,1672,1672,1672,1672000000,1,9.1,0,-10.016,-12.4718,26.5858,4.06e-06,7.04e-06,-8.3e-06
1673,1673,1673,1673,1673000000,1,5.1,0,-5.28875,-6.60728,30.4202,-2.44e-05,-2.730000000000001e-05,-1.02e-05
1674,1674,1674,1674,1674000000,1,8.3,0,-13.4018,-16.8446,-10.8289,-4.72e-05,9.42e-05,2.1e-05
1675,1675,1675,1675,1675000000,1,11.3,0,-15.5449,-19.8311,4.71295,-4.52e-05,2.78e-05,-3.21e-05
1676,1676,1676,1676,1676000000,1,0.65,0,-16.2281,-20.7172,1.19399,-5.39e-06,4.09e-06,-2.24e-06
1677,1677,1677,1677,1677000000,1,13.0,0,-13.6084,-17.4214,10.6819,6.6e-06,-9.05e-06,-6.36e-06
1678,1678,1678,1678,1678000000,3,6.6,0,-37.0232,-47.4048,-9.79289,1.534e-05,-1.206e-05,-0.0001025
1679,1679,1679,1679,1679000000,1,0.3,0,-14.5349,-18.7923,-7.43683,-2.12e-05,1.5399999999999998e-05,2.61e-06
1680,1680,1680,1680,1680000000,1,3.9,0,-8.83838,-11.4324,-1.7675,-9.1e-07,6.4e-07,3.9e-07
1681,1681,1681,1681,1681000000,1,8.7,0,-2.21716,-2.86832,21.5454,-1.05e-05,2.54e-05,-1.22e-05
1682,1682,1682,1682,1682000000,1,5.3,0,-2.18035,-2.82596,21.2162,-8.32e-06,2.63e-05,-2.7399999999999995e-05
1683,1683,1683,1683,1683000000,1,0.3,0,-12.5083,-16.566,22.3044,-1.08e-06,-3.950000000000001e-05,-2.99e-05
1684,1684,1684,1684,1684000000,1,6.6,0,-2.6783900000000003,-3.56131,-3.91141,-2.24e-05,2.65e-05,-3.26e-05
1685,1685,1685,1685,1685000000,1,1.05,0,-17.7956,-23.7722,5.75511,2.18e-05,3.06e-05,1.64e-05
1686,1686,1686,1686,1686000000,1,3.8,0,-5.11634,-6.86234,-30.5499,-1.14e-06,1.44e-05,-5.96e-05
1687,1687,1687,1687,1687000000,1,0.9,0,-14.7137,-19.8688,19.2565,-4.57e-06,-5.94e-06,-9.63e-06
1688,1688,1688,1688,1688000000,1,6.3,0,-16.924,-22.9087,-5.05524,9.16e-06,-5.97e-05,-4.09e-05
1689,1689,1689,1689,1689000000,1,2.7,0,-15.0989,-20.4697,-2.53664,1.3699999999999998e-05,3.78e-05,4.52e-06
1690,1690,1690,1690,1690000000,1,8.1,0,-12.1761,-16.5587,10.344,7.08e-06,-1.3e-05,-7.99e-06
1691,1691,1691,1691,1691000000,1,3.3,0,-5.62265,-7.69182,16.5606,5.16e-06,-2e-05,-7.52e-06
1692,1692,1692,1692,1692000000,1,10.8,0,-14.2036,-19.4606,17.6394,9.26e-06,-1.66e-05,-1.09e-05
1693,1693,1693,1693,1693000000,1,4.1,0,-1.31071,-1.8005400000000005,-12.8964,-6.26e-06,1.61e-06,4.1e-07
1694,1694,1694,1694,1694000000,1,8.3,0,-10.1035,-13.899,14.3323,-7.04e-06,7.31e-05,-3.88e-05
1695,1695,1695,1695,1695000000,2,8.7,0,-19.9177,-27.4225,28.2406,-4.654e-05,0.0001068,-3.725e-05
1696,1696,1696,1696,1696000000,1,3.9,0,-17.1967,-24.1176,-11.56,8.39e-06,3.44e-05,-8.420000000000001e-05
1697,1697,1697,1697,1697000000,1,9.6,0,-13.9433,-19.6684,-3.73005,-1.96e-06,-3.03e-06,-3.46e-06
1698,1698,1698,1698,1698000000,1,5.8,0,-15.2165,-21.4649,-4.0692,2.07e-06,-8.1e-07,-3.48e-06
1699,1699,1699,1699,1699000000,1,1.45,0,-8.89835,-12.7014,-26.7621,7.52e-06,4.26e-05,3.29e-06
1700,1700,1700,1700,1700000000,1,4.6,0,-8.4535,-12.1377,-4.82,8.71e-06,-8.63e-06,6.45e-06
1701,1701,1701,1701,1701000000,1,4.9,0,-7.060860000000001,-10.1962,-12.2565,-5e-07,2.43e-05,-1.21e-05
1702,1702,1702,1702,1702000000,1,0.5,0,-1.8331,-2.64921,12.9141,2.07e-05,-5.83e-05,-5.76e-05
1703,1703,1703,1703,1703000000,1,2.8,0,-5.56495,-8.10529,-3.4761800000000003,-0.00012008,6.59e-06,-7.780000000000001e-05
1704,1704,1704,1704,1704000000,2,11.0,0,-16.3821,-24.2945,1.28659,-1.755e-05,-1.317e-05,-2.01e-05
1705,1705,1705,1705,1705000000,1,3.6,0,-12.5786,-18.6956,2.53772,1.11e-05,-1.01e-05,5.13e-06
1706,1706,1706,1706,1706000000,1,8.7,0,-6.6170100000000005,-10.0394,1.55162,2.69e-05,6.49e-05,-1.3e-05
1707,1707,1707,1707,1707000000,1,2.1,0,-8.050419999999999,-12.2243,-15.8251,-1.8100000000000006e-05,4.92e-05,-2.88e-05
1708,1708,1708,1708,1708000000,1,5.6,0,-8.1096,-12.4177,-2.8551,-1.73e-05,1.7199999999999998e-05,-2.56e-05
1709,1709,1709,1709,1709000000,2,12.3,0,-13.1924,-20.2146,-18.8031,-3.85e-05,5.27e-05,-2.259e-05
1710,1710,1710,1710,1710000000,1,8.7,0,-11.5787,-17.8565,0.583954,2.8e-07,3.39e-05,-1.8e-05
1711,1711,1711,1711,1711000000,1,9.5,0,-3.901,-6.01654,25.7064,-4.46e-06,-3.34e-05,-3.72e-05
1712,1712,1712,1712,1712000000,1,6.3,0,-6.45982,-10.1014,14.8328,-1.7800000000000002e-05,3.510000000000001e-05,1.6100000000000002e-05
1713,1713,1713,1713,1713000000,1,9.0,0,-9.857,-15.4187,-20.048,2.71e-05,2.81e-05,-3.4899999999999995e-05
1714,1714,1714,1714,1714000000,1,0.85,0,-11.5046,-18.2012,1.6862099999999998,1.66e-05,1.11e-06,5.73e-06
1715,1715,1715,1715,1715000000,1,0.2,0,-13.2013,-20.9699,17.7778,-6.34e-06,-7.83e-06,-5.600000000000001e-05
1716,1716,1716,1716,1716000000,1,4.5,0,-16.215,-25.9518,8.33473,-1.05e-05,4.5e-07,-1.9e-05
1717,1717,1717,1717,1717000000,1,8.6,0,-11.6806,-18.7179,4.23856,-2.69e-05,1.19e-05,-2.56e-05
1718,1718,1718,1718,1718000000,1,10.2,0,-6.1847,-9.96283,10.727,6.850000000000001e-05,4.61e-05,-3.14e-06
1719,1719,1719,1719,1719000000,1,9.3,0,-9.12581,-14.7579,23.7696,3.14e-06,-2.6e-05,-1.5e-05
1720,1720,1720,1720,1720000000,1,9.5,0,-8.87578,-14.3713,3.96076,-3.48e-05,-3.2299999999999986e-05,-3.79e-05
1721,1721,1721,1721,1721000000,1,8.6,0,-11.4014,-18.7226,-10.6936,-2.58e-05,9.72e-06,1.05e-05
1722,1722,1722,1722,1722000000,1,8.0,0,-2.86916,-4.73487,-11.0706,1.41e-06,2.42e-05,-1.12e-05
1723,1723,1723,1723,1723000000,1,0.0,0,-5.56255,-9.29923,3.03801,1.54e-06,-3.05e-05,-6.55e-05
1724,1724,1724,1724,1724000000,1,2.0,0,-5.51485,-9.33245,-9.97647,-2.47e-05,-5.76e-06,-3.47e-05
1725,1725,1725,1725,1725000000,1,0.0,0,-8.14532,-13.8042,26.9634,-2.53e-05,4.58e-05,1.58e-05
1726,1726,1726,1726,1726000000,1,8.5,0,-4.9035400000000005,-8.35374,27.9644,1.16e-05,3.67e-05,3.03e-06
1727,1727,1727,1727,1727000000,1,11.4,0,-11.7371,-20.0322,12.2101,-4.4299999999999986e-05,0.0001195,1e-07
1728,1728,1728,1728,1728000000,1,8.0,0,-12.5907,-21.763,-18.1638,1.6100000000000002e-05,-2.5e-06,-8.15e-06
1729,1729,1729,1729,1729000000,1,7.1,0,-6.8830100000000005,-11.9085,-1.9951,1.2e-05,-6.69e-06,-1.54e-06
1730,1730,1730,1730,1730000000,1,7.8,0,-15.1585,-26.3282,-0.954102,1.55e-05,-8.1e-06,-2.22e-05
1731,1731,1731,1731,1731000000,1,8.8,0,-7.1455899999999986,-12.5078,9.4636,-3.97e-05,-3.63e-05,-4.370000000000001e-05
1732,1732,1732,1732,1732000000,1,9.5,0,-5.4066199999999975,-9.54539,17.9476,-1.2e-05,4.5e-05,1.11e-05
1733,1733,1733,1733,1733000000,1,4.7,0,-14.72,-26.1731,-7.846260000000001,2.01e-05,-6.74e-06,-1.53e-05
1734,1734,1734,1734,1734000000,1,12.1,0,-9.73671,-17.5767,9.47872,-8.94e-06,9.25e-05,4.68e-05
1735,1735,1735,1735,1735000000,1,0.5,0,-9.2759,-16.8008,-12.4921,-2.1e-05,1.63e-05,-6.31e-06
1736,1736,1736,1736,1736000000,2,0.9,0,-22.6614,-41.0674,-9.49996,1.638e-05,6.04e-05,7.08e-06
1737,1737,1737,1737,1737000000,3,1.85,0,-20.5858,-37.6208,5.00418,-7.75e-05,0.0001185,-5.597e-05
1738,1738,1738,1738,1738000000,1,9.2,0,-8.38821,-15.397,-6.53815,9.19e-06,-3.94e-05,-4.61e-05
1739,1739,1739,1739,1739000000,1,5.1,0,-8.725430000000001,-16.1531,14.6728,-3.97e-06,-6.31e-05,-3.2299999999999986e-05
1740,1740,1740,1740,1740000000,1,6.9,0,-12.4398,-23.1653,-6.5906100000000025,-2.29e-05,2.99e-05,5.48e-06
1741,1741,1741,1741,1741000000,1,0.0,0,-14.0739,-26.5023,-9.891,5.48e-06,4.07e-06,-1.87e-05
1742,1742,1742,1742,1742000000,1,3.9,0,-12.8608,-24.2918,-6.4142,-3.31e-06,1.18e-05,-3.81e-05
1743,1743,1743,1743,1743000000,1,2.9,0,-4.74787,-9.02922,13.5102,1.67e-05,-4.27e-06,3.01e-06
1744,1744,1744,1744,1744000000,1,1.75,0,-13.0808,-24.9118,3.14551,2.8000000000000013e-05,-2.3e-05,-0.0001023
1745,1745,1745,1745,1745000000,1,12.6,0,-3.88594,-7.40354,-24.3794,-4.47e-06,4.52e-05,-4.08e-05
1746,1746,1746,1746,1746000000,1,10.8,0,-3.75302,-7.18752,-12.225,-2.77e-05,-3.21e-05,-1.92e-05
1747,1747,1747,1747,1747000000,1,3.7,0,-5.83446,-11.2564,12.1659,6.44e-06,-1.21e-05,-2.78e-05
1748,1748,1748,1748,1748000000,1,6.6,0,-6.14763,-12.1566,-4.65755,3.65e-06,3.49e-06,-1.39e-05
1749,1749,1749,1749,1749000000,2,8.0,0,-20.9271,-41.6553,11.2148,1e-05,-7.36e-05,-8.47e-05
1750,1750,1750,1750,1750000000,1,5.6,0,-9.14881,-18.2487,20.0369,3.39e-06,4.06e-05,3.86e-05
1751,1751,1751,1751,1751000000,1,8.3,0,-3.3284300000000004,-6.6619100000000016,-11.7214,-1.8100000000000006e-05,9.25e-05,-5.96e-05
1752,1752,1752,1752,1752000000,1,3.8,0,-8.170630000000001,-16.4234,-11.3132,-1.44e-06,1.62e-05,-2.25e-05
1753,1753,1753,1753,1753000000,3,4.0,0,-23.9262,-48.2125,36.0708,-7.120000000000001e-05,4.444e-05,-3.685e-05
1754,1754,1754,1754,1754000000,1,8.2,0,-6.6608800000000015,-13.4997,26.792,2.85e-05,4.94e-05,3.2e-05
1755,1755,1755,1755,1755000000,1,0.4,0,-6.04915,-12.3507,-2.02331,1.09e-05,-1.34e-05,-3.48e-05
1756,1756,1756,1756,1756000000,1,5.0,0,-10.786,-22.0938,17.7458,-1.99e-05,2.55e-05,1.96e-05
1757,1757,1757,1757,1757000000,1,8.9,0,-11.3269,-23.211,3.3347,1.47e-05,-1.96e-05,-5.9e-05
1758,1758,1758,1758,1758000000,2,7.5,0,-3.60923,-7.46055,19.7616,-3.55e-05,4.39e-05,-3.37e-05
1759,1759,1759,1759,1759000000,1,6.0,0,-8.03378,-16.6344,-21.9036,-1.04e-06,4.35e-06,-2.92e-06
1760,1760,1760,1760,1760000000,1,6.4,0,-5.0782,-10.5388,16.8753,5e-08,-1.91e-05,-5.25e-05
1761,1761,1761,1761,1761000000,1,1.25,0,-3.16421,-6.5971800000000025,28.8211,4.92e-06,4.02e-05,-2.7e-07
1762,1762,1762,1762,1762000000,1,3.1,0,-10.4578,-21.8677,15.0318,4.120000000000001e-05,3.63e-05,1.95e-05
1763,1763,1763,1763,1763000000,1,10.0,0,-8.43367,-17.9014,25.1087,-1.4300000000000005e-05,3.71e-05,2.1600000000000007e-05
1764,1764,1764,1764,1764000000,1,6.6,0,-6.54868,-13.9268,-22.396,-3.7e-07,-1.94e-06,1.32e-06
1765,1765,1765,1765,1765000000,2,3.0,0,-16.5384,-35.4329,32.4726,-1.932e-05,3.414e-05,-1.903e-05
1766,1766,1766,1766,1766000000,2,8.9,0,-5.63286,-12.088,-10.2441,-8.08e-05,-3.47e-05,5.16e-05
1767,1767,1767,1767,1767000000,1,1.7,0,-7.28485,-15.6759,-19.3507,-1.52e-05,8.75e-05,-6.68e-05
1768,1768,1768,1768,1768000000,1,1.15,0,-4.97507,-10.7768,10.3042,-1e-06,2.5e-07,1.15e-05
1769,1769,1769,1769,1769000000,1,12.9,0,-11.2989,-24.814,0.489742,5.6e-07,5.1e-05,5.52e-06
1770,1770,1770,1770,1770000000,1,0.1,0,-11.3425,-25.0466,-2.04288,-8.98e-06,5.98e-06,-2.34e-05
1771,1771,1771,1771,1771000000,1,7.5,0,-6.51539,-14.4103,-17.9735,-4.49e-05,6.65e-05,-3.71e-05
1772,1772,1772,1772,1772000000,1,8.6,0,-6.12613,-13.6197,-6.8719899999999985,-1.59e-05,3.19e-05,-4.9e-05
1773,1773,1773,1773,1773000000,2,9.9,0,-10.6961,-24.0194,48.4544,3.26e-06,2.265e-05,-4.01e-06
1774,1774,1774,1774,1774000000,2,8.1,0,-8.19064,-18.3511,-16.3966,-1.382e-05,-5.39e-05,-4.44e-05
1775,1775,1775,1775,1775000000,1,8.0,0,-2.17429,-4.89245,6.0202,4.320000000000001e-05,-1.3e-05,-3.3e-05
1776,1776,1776,1776,1776000000,1,8.7,0,-8.480089999999999,-19.1207,-5.0764,-2.26e-05,5.78e-06,-2.31e-05
1777,1777,1777,1777,1777000000,1,12.7,0,-5.74426,-12.970999999999998,-13.5359,-1.6899999999999994e-05,1.4e-05,-6.28e-06
1778,1778,1778,1778,1778000000,1,9.1,0,-4.99634,-11.285,-11.7768,-6.36e-06,6.84e-06,-3.85e-06
1779,1779,1779,1779,1779000000,1,8.0,0,-6.81128,-15.5196,-6.8261,-4.2e-05,3.08e-05,-2.8000000000000013e-05
1780,1780,1780,1780,1780000000,1,9.2,0,-1.52507,-3.48288,5.29204,1.3800000000000007e-05,-2.6e-06,-1.36e-05
1781,1781,1781,1781,1781000000,1,9.6,0,-10.2935,-23.832,7.279889999999999,4.71e-06,8.14e-06,3.33e-05
1782,1782,1782,1782,1782000000,1,6.4,0,-6.865589999999999,-15.9495,-20.4075,2.13e-05,-1.47e-06,-6.01e-06
1783,1783,1783,1783,1783000000,1,10.3,0,-11.9844,-28.009,0.491835,-3.04e-06,1.37e-06,3.57e-06
1784,1784,1784,1784,1784000000,1,0.5,0,-8.84148,-20.717,-3.97493,-1.86e-05,1.47e-05,-3.55e-05
1785,1785,1785,1785,1785000000,1,7.9,0,-6.793239999999999,-15.9939,2.2277,-6.54e-06,3.83e-05,-2.67e-05
1786,1786,1786,1786,1786000000,1,9.2,0,-9.80987,-23.2104,-15.2191,-6.9e-07,1.31e-05,-1.95e-05
1787,1787,1787,1787,1787000000,1,3.2,0,-1.60494,-3.80262,-11.3922,7.41e-06,-1.26e-05,-5.09e-06
1788,1788,1788,1788,1788000000,2,7.4,0,-14.3968,-34.2821,12.3788,-3.77e-05,7.890000000000001e-05,5.73e-05
1789,1789,1789,1789,1789000000,1,3.3,0,-8.28551,-20.057,-5.67848,-4.760000000000001e-05,2.58e-05,-2.1600000000000007e-05
1790,1790,1790,1790,1790000000,1,8.0,0,-1.59748,-3.87102,-0.940865,5.21e-06,1.77e-05,-2.11e-05
1791,1791,1791,1791,1791000000,1,1.8,0,-1.88849,-4.63299,27.7776,8.83e-06,-1.31e-05,-1.91e-05
1792,1792,1792,1792,1792000000,1,0.8,0,-7.17776,-17.6547,-15.4396,-2.26e-05,7.950000000000001e-05,1.77e-06
1793,1793,1793,1793,1793000000,1,1.15,0,-6.08069,-15.1938,3.66193,-5.88e-05,2.09e-05,-1.1e-05
1794,1794,1794,1794,1794000000,2,4.9,0,-13.8979,-35.1872,25.2855,1.301e-05,1.961e-05,-2.176e-05
1795,1795,1795,1795,1795000000,1,0.75,0,-4.86161,-12.6384,-18.4727,-4.78e-06,2.45e-05,-1.55e-05
1796,1796,1796,1796,1796000000,1,0.85,0,-5.99759,-15.6578,26.1406,2.92e-05,-4.03e-05,-1.74e-05
1797,1797,1797,1797,1797000000,1,4.7,0,-3.47745,-9.10147,-0.395514,2.47e-05,4.42e-06,-1.4e-05
1798,1798,1798,1798,1798000000,1,2.2,0,-7.80922,-20.5627,13.267,3.26e-05,-3.35e-05,-5.320000000000001e-05
1799,1799,1799,1799,1799000000,1,8.3,0,-7.19227,-19.0188,0.090262,6.3e-06,-8.91e-06,7.56e-06
1800,1800,1800,1800,1800000000,1,9.2,0,-7.90872,-20.9496,-14.6242,1.7e-05,-3.99e-06,-3.47e-06
1801,1801,1801,1801,1801000000,1,12.1,0,-8.28347,-22.0384,-20.3856,-3.91e-05,5.73e-05,-4.22e-05
1802,1802,1802,1802,1802000000,1,5.0,0,-4.08487,-11.0828,-19.0935,-1.23e-05,3.81e-05,-8.08e-06
1803,1803,1803,1803,1803000000,1,7.0,0,-4.6045099999999985,-12.5662,16.2742,1.99e-05,-4.11e-05,-2.62e-05
1804,1804,1804,1804,1804000000,1,8.5,0,-6.64812,-18.2118,-24.8094,1.75e-05,-8.4e-07,-4.08e-06
1805,1805,1805,1805,1805000000,1,12.2,0,-7.07442,-19.5922,24.1036,-2.2e-07,-1.89e-06,-1.6e-06
1806,1806,1806,1806,1806000000,1,8.7,0,-5.24488,-14.5712,11.3828,-8.94e-06,1.3699999999999998e-05,1.35e-05
1807,1807,1807,1807,1807000000,1,12.3,0,-5.23165,-14.5397,-27.2524,1.09e-05,4.18e-06,-9.03e-06
1808,1808,1808,1808,1808000000,1,11.7,0,-9.96247,-27.8,-1.47391,1.13e-05,4.28e-05,-6.15e-05
1809,1809,1809,1809,1809000000,2,0.0,0,-6.16946,-17.2509,11.272,-1.832e-05,9.31e-05,-5.1e-06
1810,1810,1810,1810,1810000000,1,8.2,0,-6.26025,-17.6368,-18.9574,-4.38e-06,-3.950000000000001e-05,-5.65e-05
1811,1811,1811,1811,1811000000,1,3.9,0,-6.26641,-17.8102,22.4502,1.67e-05,-9.6e-06,-1.97e-05
1812,1812,1812,1812,1812000000,1,8.3,0,-3.09002,-8.80436,23.2138,-1.77e-05,5.3e-05,2.92e-05
1813,1813,1813,1813,1813000000,1,13.1,0,-7.82292,-22.3578,-15.5238,-1.03e-05,2.56e-05,-3.17e-05
1814,1814,1814,1814,1814000000,1,3.7,0,-6.3903,-18.5424,18.5957,-9.26e-06,2.29e-06,-1.06e-05
1815,1815,1815,1815,1815000000,1,6.6,0,-3.6002300000000003,-10.493,-8.96528,-4.1e-07,2.89e-06,-3.22e-06
1816,1816,1816,1816,1816000000,1,8.3,0,-2.62499,-7.74472,5.41445,9.84e-06,3.48e-05,-2.08e-06
1817,1817,1817,1817,1817000000,1,11.0,0,-4.58019,-13.5505,21.8431,6.17e-06,7.86e-06,1.77e-06
1818,1818,1818,1818,1818000000,1,1.7,0,-6.4054800000000025,-19.1794,24.3948,2.22e-06,4.99e-05,3.98e-05
1819,1819,1819,1819,1819000000,1,8.0,0,-4.87878,-14.6297,4.5617,-2.87e-05,-1.26e-06,-3.48e-05
1820,1820,1820,1820,1820000000,1,8.6,0,-7.40683,-22.3805,-13.9602,-2.15e-05,-2.14e-05,-4.06e-05
1821,1821,1821,1821,1821000000,1,9.1,0,-8.76323,-26.6899,-0.582997,-2.19e-06,1.44e-06,-3.3e-05
1822,1822,1822,1822,1822000000,1,0.1,0,-1.42885,-4.4243,-15.1845,-2.07e-05,5.6299999999999986e-05,1.44e-05
1823,1823,1823,1823,1823000000,1,5.0,0,-1.67996,-5.20338,9.12032,2.87e-06,-1.4499999999999993e-05,-7.74e-06
1824,1824,1824,1824,1824000000,1,7.1,0,-5.36584,-16.7041,-4.94448,9.1e-07,5.32e-06,-1.9e-05
